Code	Indication	Categories	Regimen	URL
00261g	invasive ovarian carcinoma of epithelial origin.	gynaecology:Ovarian Chemotherapy Regimens, oral-anti-cancer-medicines, gynaecology, sarcoma	carboplatin (auc 4 - 6) monotherapy - 21 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gynaecology/261.pdf
00261h	primary peritoneal carcinoma.	gynaecology:Ovarian Chemotherapy Regimens, oral-anti-cancer-medicines, gynaecology, sarcoma	carboplatin (auc 4 - 6) monotherapy - 21 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gynaecology/261.pdf
00261i	fallopian tube cancer.	gynaecology:Ovarian Chemotherapy Regimens, oral-anti-cancer-medicines, gynaecology, sarcoma	carboplatin (auc 4 - 6) monotherapy - 21 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gynaecology/261.pdf
00303a	Adjuvant treatment of high risk, stage I, epithelial ovarian cancer*.	gynaecology:Ovarian Chemotherapy Regimens, oral-anti-cancer-medicines, gynaecology, sarcoma	carboplatin (auc5 - 7.5) and paclitaxel 175mg/m2	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gynaecology/303-carboplatin-auc5-7-5-and-paclitaxel-175mg-m2-therapy.pdf
00303b	Treatment of advanced ovarian cancer.	gynaecology:Ovarian Chemotherapy Regimens, oral-anti-cancer-medicines, gynaecology, sarcoma	carboplatin (auc5 - 7.5) and paclitaxel 175mg/m2	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gynaecology/303-carboplatin-auc5-7-5-and-paclitaxel-175mg-m2-therapy.pdf
00303c	Treatment of primary peritoneal cancer.	gynaecology:Ovarian Chemotherapy Regimens, oral-anti-cancer-medicines, gynaecology, sarcoma	carboplatin (auc5 - 7.5) and paclitaxel 175mg/m2	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gynaecology/303-carboplatin-auc5-7-5-and-paclitaxel-175mg-m2-therapy.pdf
00303d	Treatment of fallopian tube cancer.	gynaecology:Ovarian Chemotherapy Regimens, oral-anti-cancer-medicines, gynaecology, sarcoma	carboplatin (auc5 - 7.5) and paclitaxel 175mg/m2	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gynaecology/303-carboplatin-auc5-7-5-and-paclitaxel-175mg-m2-therapy.pdf
00303e	Treatment of recurrent or advanced endometrial cancer (stage III or IV) *.	gynaecology:Ovarian Chemotherapy Regimens, oral-anti-cancer-medicines, gynaecology, sarcoma	carboplatin (auc5 - 7.5) and paclitaxel 175mg/m2	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gynaecology/303-carboplatin-auc5-7-5-and-paclitaxel-175mg-m2-therapy.pdf
00303f	Treatment of advanced/recurrent non small cell (NSC)cancer of the cervix *.	gynaecology:Ovarian Chemotherapy Regimens, oral-anti-cancer-medicines, gynaecology, sarcoma	carboplatin (auc5 - 7.5) and paclitaxel 175mg/m2	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gynaecology/303-carboplatin-auc5-7-5-and-paclitaxel-175mg-m2-therapy.pdf
00303g	Treatment of carcinoma of unknown primary site*.	gynaecology:Ovarian Chemotherapy Regimens, oral-anti-cancer-medicines, gynaecology, sarcoma	carboplatin (auc5 - 7.5) and paclitaxel 175mg/m2	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gynaecology/303-carboplatin-auc5-7-5-and-paclitaxel-175mg-m2-therapy.pdf
00308a	Adjuvant treatment of high risk, stage I, epithelial ovarian cancer*.	gynaecology:Ovarian Chemotherapy Regimens, oral-anti-cancer-medicines, gynaecology, sarcoma	carboplatin (auc 6) and weekly paclitaxel 80mg/m2	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gynaecology/308-carboplatin-auc-5-6-and-weekly-paclitaxel-80mg-m2-therapy.pdf
00308b	Treatment of advanced ovarian cancer*.	gynaecology:Ovarian Chemotherapy Regimens, oral-anti-cancer-medicines, gynaecology, sarcoma	carboplatin (auc 6) and weekly paclitaxel 80mg/m2	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gynaecology/308-carboplatin-auc-5-6-and-weekly-paclitaxel-80mg-m2-therapy.pdf
00308c	Treatment of primary peritoneal cancer*.	gynaecology:Ovarian Chemotherapy Regimens, oral-anti-cancer-medicines, gynaecology, sarcoma	carboplatin (auc 6) and weekly paclitaxel 80mg/m2	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gynaecology/308-carboplatin-auc-5-6-and-weekly-paclitaxel-80mg-m2-therapy.pdf
00308d	Treatment of fallopian tube cancer*.	gynaecology:Ovarian Chemotherapy Regimens, oral-anti-cancer-medicines, gynaecology, sarcoma	carboplatin (auc 6) and weekly paclitaxel 80mg/m2	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gynaecology/308-carboplatin-auc-5-6-and-weekly-paclitaxel-80mg-m2-therapy.pdf
00624a	Treatment of patients with platinum sensitive relapsed/ recurrent ovarian cancer.	gynaecology:Ovarian Chemotherapy Regimens, oral-anti-cancer-medicines, gynaecology, sarcoma	carboplatin auc 5 and pegylated liposomal doxorubicin 30mg/m2 therapy - 28 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gynaecology/624.pdf
00624b	Treatment of patients with platinum sensitive relapsed/ recurrent primary peritoneal cancer.	gynaecology:Ovarian Chemotherapy Regimens, oral-anti-cancer-medicines, gynaecology, sarcoma	carboplatin auc 5 and pegylated liposomal doxorubicin 30mg/m2 therapy - 28 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gynaecology/624.pdf
00624c	Treatment of patients with platinum sensitive relapsed/ recurrent fallopian tube cancer.	gynaecology:Ovarian Chemotherapy Regimens, oral-anti-cancer-medicines, gynaecology, sarcoma	carboplatin auc 5 and pegylated liposomal doxorubicin 30mg/m2 therapy - 28 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gynaecology/624.pdf
00676a	Adjuvant treatment for high risk, stage I (grade 3 with deep myometrial invasion and/or lymph-vascular invasion) stage II or III endometrial carcinoma or stage I–III endometrial carcinoma with serous or clear cell histology following surgery.	gynaecology:Ovarian Chemotherapy Regimens, oral-anti-cancer-medicines, gynaecology, sarcoma	cisplatin (50mg/m2 ) chemoradiation followed by carboplatin (auc 5) and paclitaxel (175mg/m2 ) - endometrial cancer	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gynaecology/676.pdf
00203e	Treatment of Relapsed/Progressing primary peritonealcarcinoma.	gynaecology:Ovarian Chemotherapy Regimens, oral-anti-cancer-medicines, gynaecology, sarcoma	docetaxel monotherapy 75mg/m2 - 21 day cycle	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/lung/203.pdf
00203f	Treatment of Relapsed/Progressing Epthelial Ovariancarcinoma.	gynaecology:Ovarian Chemotherapy Regimens, oral-anti-cancer-medicines, gynaecology, sarcoma	docetaxel monotherapy 75mg/m2 - 21 day cycle	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/lung/203.pdf
00203g	Treatment of Relapsed/Progressing Fallopian TubeCarcinoma.	gynaecology:Ovarian Chemotherapy Regimens, oral-anti-cancer-medicines, gynaecology, sarcoma	docetaxel monotherapy 75mg/m2 - 21 day cycle	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/lung/203.pdf
00306a	Treatment of patients with locally advanced or metastatic epithelial ovarian carcinoma, in patients with relapsed disease following a recurrence-free interval of at least 6 months after platinum-based, first line therapy.	gynaecology:Ovarian Chemotherapy Regimens, oral-anti-cancer-medicines, gynaecology, sarcoma	gemcitabine 1000mg/m2 and carboplatin (auc 4) therapy - 21 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gynaecology/306.pdf
00306b	Treatment of patients with fallopian tube cancer with relapsed disease following a recurrence-free interval of at least 6 months after platinum-based, first line therapy*.	gynaecology:Ovarian Chemotherapy Regimens, oral-anti-cancer-medicines, gynaecology, sarcoma	gemcitabine 1000mg/m2 and carboplatin (auc 4) therapy - 21 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gynaecology/306.pdf
00306c	Treatment of patients with primary peritoneal cancer with relapsed disease following a recurrence-free interval of at least 6 months after platinum-based, first line therapy*.	gynaecology:Ovarian Chemotherapy Regimens, oral-anti-cancer-medicines, gynaecology, sarcoma	gemcitabine 1000mg/m2 and carboplatin (auc 4) therapy - 21 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gynaecology/306.pdf
00499a	Treatment of adult patients with first recurrence of platinum-sensitive.epithelial ovarian,.fallopian tube or.primary peritoneal cancer.who have not received prior therapy with bevacizumab or other VEGF inhibitors or VEGF receptor–targeted agents.	gynaecology:Ovarian Chemotherapy Regimens, oral-anti-cancer-medicines, gynaecology, sarcoma	gemcitabine(1000mg/m2),carboplatin (auc 4) and bevacizumab 15mg/kg therapy - 21 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gynaecology/499.pdf
00571a	"As monotherapy for the maintenance treatment of adult patients with platinum sensitive relapsed high grade serous epithelial ovarian cancer who are in response (complete or partial response) to platinum-based chemotherapy.
As monotherapy for the maintenance treatment of adult patients with platinum sensitive relapsed high grade serous epithelial ovarian cancer who are in response (complete response or partial response) to platinum-based chemotherapy."	gynaecology:Ovarian Chemotherapy Regimens, oral-anti-cancer-medicines, gynaecology, sarcoma	niraparib	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gynaecology/571-niraparib-monotherapy.pdf
00571b	"As monotherapy for the maintenance treatment of adult patients with platinum sensitive relapsed fallopian tube  cancer who are in response (complete or partial response) to platinum-based chemotherapy.
As monotherapy for the maintenance treatment of adult patients with platinum sensitive fallopian tube cancer who are in response (complete response or partial response) to platinum-based chemotherapy."	gynaecology:Ovarian Chemotherapy Regimens, oral-anti-cancer-medicines, gynaecology, sarcoma	niraparib	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gynaecology/571-niraparib-monotherapy.pdf
00571c	"As monotherapy for the maintenance treatment of adult patients with platinum sensitive relapsed primary peritoneal  cancer who are in response (complete or partial response) to platinum-based chemotherapy.
As monotherapy for the maintenance treatment of adult patients with platinum sensitive primary peritoneal cancer who are in response (complete response or partial response) to platinum-based chemotherapy."	gynaecology:Ovarian Chemotherapy Regimens, oral-anti-cancer-medicines, gynaecology, sarcoma	niraparib	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gynaecology/571-niraparib-monotherapy.pdf
00588a	"Maintenance treatment of adult patients with advanced (FIGO stages III and IV) BRCA1/2‐mutated (germline and/or somatic) high-grade epithelial ovarian cancer who are in response (complete or partial) following completion of first‐line platinum based chemotherapy.
Maintenance treatment of adult patients with advanced (FIGO stages III and IV) BRCA1/2‐mutated (germline and/or somatic) high grade epithelial ovarian cancer who are in response (complete or partial) following completion of first‐line platinum based chemotherapy."	gynaecology:Ovarian Chemotherapy Regimens, oral-anti-cancer-medicines, gynaecology, sarcoma	olaparib (tablets)	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gynaecology/588-olaparib-tablet-monotherapy.pdf
00588b	Maintenance treatment of adult patients with advanced (FIGO stages III and IV) BRCA1/2‐mutated (germline and/or somatic) fallopian tube cancer who are in response (complete or partial) following completion of first‐line platinum based chemotherapy.	gynaecology:Ovarian Chemotherapy Regimens, oral-anti-cancer-medicines, gynaecology, sarcoma	olaparib (tablets)	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gynaecology/588-olaparib-tablet-monotherapy.pdf
00588c	Maintenance treatment of adult patients with advanced (FIGO stages III and IV) BRCA1/2‐mutated (germline and/or somatic) primary peritoneal carcinoma who are in response (complete or partial) following completion of first‐line platinum based chemotherapy.	gynaecology:Ovarian Chemotherapy Regimens, oral-anti-cancer-medicines, gynaecology, sarcoma	olaparib (tablets)	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gynaecology/588-olaparib-tablet-monotherapy.pdf
00588d	Maintenance treatment of adult patients with platinum -sensitive relapsed BRCA-mutated (germline and/or somatic) -high grade serous epithelial ovarian cancer who are in response (complete response or partial response) to platinum-based chemotherapy.	gynaecology:Ovarian Chemotherapy Regimens, oral-anti-cancer-medicines, gynaecology, sarcoma	olaparib (tablets)	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gynaecology/588-olaparib-tablet-monotherapy.pdf
00588e	Maintenance treatment of adult patients with platinum -sensitive relapsed BRCA-mutated (germline and/or somatic) fallopian tube cancer who are in response (complete response or partial response) to platinum-based chemotherapy.	gynaecology:Ovarian Chemotherapy Regimens, oral-anti-cancer-medicines, gynaecology, sarcoma	olaparib (tablets)	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gynaecology/588-olaparib-tablet-monotherapy.pdf
00588f	"Maintenance treatment of adult patients with platinum -sensitive relapsed BRCA-mutated (germline and/or somatic) primary peritoneal cancer who are in response (complete response or partial response) to platinum-based chemotherapy.
Maintenance treatment of adult patients with platinum -sensitive relapsed BRCA-mutated (germline and/or somatic)  primary peritoneal cancer who are in response (complete response or partial response) to platinum-based chemotherapy."	gynaecology:Ovarian Chemotherapy Regimens, oral-anti-cancer-medicines, gynaecology, sarcoma	olaparib (tablets)	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gynaecology/588-olaparib-tablet-monotherapy.pdf
00205b	Treatment of advanced ovarian cancer in women who have failed a first-line platinum-based chemotherapy regimen.	gynaecology:Ovarian Chemotherapy Regimens, oral-anti-cancer-medicines, gynaecology, sarcoma	pegylated liposomal doxorubicin 50mg/m2 (caelyx®) 28 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/breast/205-pegylated-liposomal-doxorubicin-50mg-m2-caelyx-%C2%AE-28-days-regimen.pdf
00226b	Second-line chemotherapy for metastatic ovarian cancer after failure of standard, platinum-containing therapy.	gynaecology:Ovarian Chemotherapy Regimens, oral-anti-cancer-medicines, gynaecology, sarcoma	paclitaxel monotherapy 80mg/m2 day 1, 8, 15 and 22 - 28 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/breast/226-paclitaxel-monotherapy-80mg-m2-7day-cycle.pdf
00621c	Second-line chemotherapy for metastatic ovarian cancer after failure of standard, platinum-containing therapyi.	gynaecology:Ovarian Chemotherapy Regimens, oral-anti-cancer-medicines, gynaecology, sarcoma	paclitaxel 80mg/m2 day 1, 8 and 15 monotherapy - 28 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/breast/621.pdf
00311a	Treatment of patients with metastatic carcinoma of the ovary after failure of first-line or subsequent therapy.	gynaecology:Ovarian Chemotherapy Regimens, oral-anti-cancer-medicines, gynaecology, sarcoma	topotecan monotherapy - 5 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gynaecology/311-topotecan-monotherapy-5-day.pdf
00311c	Treatment of patients with metastatic carcinoma of the fallopian tubes after failure of first-line or subsequent therapy*.	gynaecology:Ovarian Chemotherapy Regimens, oral-anti-cancer-medicines, gynaecology, sarcoma	topotecan monotherapy - 5 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gynaecology/311-topotecan-monotherapy-5-day.pdf
00311d	Treatment of patients with metastatic peritoneal  carcinoma after failure of first-line or subsequent therapy*.	gynaecology:Ovarian Chemotherapy Regimens, oral-anti-cancer-medicines, gynaecology, sarcoma	topotecan monotherapy - 5 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gynaecology/311-topotecan-monotherapy-5-day.pdf
00312a	Treatment of patients with metastatic carcinoma of the ovary after failure of first-line or subsequent therapy.	gynaecology:Ovarian Chemotherapy Regimens, oral-anti-cancer-medicines, gynaecology, sarcoma	topotecan monotherapy-weekly	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gynaecology/312-topotecan-monotherapy-weekly-.pdf
00312b	Treatment of patients with metastatic carcinoma of the fallopian tubes after failure of first-line or subsequent therapy.	gynaecology:Ovarian Chemotherapy Regimens, oral-anti-cancer-medicines, gynaecology, sarcoma	topotecan monotherapy-weekly	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gynaecology/312-topotecan-monotherapy-weekly-.pdf
00312c	Treatment of patients with metastatic peritoneal  carcinoma after failure of first-line or subsequent therapy.	gynaecology:Ovarian Chemotherapy Regimens, oral-anti-cancer-medicines, gynaecology, sarcoma	topotecan monotherapy-weekly	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gynaecology/312-topotecan-monotherapy-weekly-.pdf
00375a	Treatment of patients with relapsed platinum-sensitive ovarian cancer.	gynaecology:Ovarian Chemotherapy Regimens, oral-anti-cancer-medicines, gynaecology, sarcoma	trabectedin and pegylated liposomal doxorubicin (pld)	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gynaecology/375.pdf
00232c	Platinum refractory advanced ovarian carcinoma.	gynaecology:Ovarian Chemotherapy Regimens, oral-anti-cancer-medicines, gynaecology, sarcoma	intravenous vinorelbine therapy - 21 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gynaecology/232-intravenous-vinorelbine-therapy-21-days.pdf
00332a	Chemoradiation commencing 3 to 8 weeks after the completion of induction chemotherapy with TPF in patients with Stage III or IV locally advanced squamous cell carcinoma (SCC) of the head and neck.	oral-anti-cancer-medicines, headandneck	carboplatin auc (1.5) chemoradiation therapy - 7 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/headandneck/332-carboplatin-auc-1-5-chemoradiation-therapy-7-days.pdf
00419a	Chemoradiation treatment of stage III and IV locally advanced nasopharyngeal carcinoma in patients where CISplatin is contraindicated or not tolerated.	oral-anti-cancer-medicines, headandneck	carboplatin (auc2) weekly with radiotherapy (rt)	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/headandneck/419.pdf
00591a	Locally Advanced Squamous Cell Carcinoma of the Head and Neck.	oral-anti-cancer-medicines, headandneck	carboplatin auc 4 and 5-fluorouracil 600mg/m2 with radiotherapy	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/headandneck/591.pdf
00552a	Adjuvant chemotherapy following chemoradiation treatment in patients with locally advanced stage III or IV nasopharyngeal carcinoma where CISplatin is contraindicated or not tolerated.	oral-anti-cancer-medicines, headandneck	carboplatin (auc 5) and 5-fluorouracil 1000mg/m2/day therapy - 28 day cycle	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/headandneck/552.pdf
00589a	Locally Advanced Squamous Cell Carcinoma of the Head and Neck.	oral-anti-cancer-medicines, headandneck	carboplatin 70mg/m2 and 5-fluorouracil 600mg/m2 with radiotherapy	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/headandneck/589.pdf
00207b	Treatment of patients with squamous cell cancer of the head and neck: In combination with radiation therapy for locally advanced disease.	oral-anti-cancer-medicines, headandneck	cetuximab therapy - 7 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/headandneck/207.pdf
00418a	Locally advanced or metastatic squamous cell head and neck cancer where CISplatin is contraindicated or not tolerated.	oral-anti-cancer-medicines, headandneck	cetuximab (weekly), carboplatin auc 5 and 5-fu 1000mg/m2/day therapy - 21 day cycle	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/headandneck/418.pdf
00417a	Locally advanced or metastatic squamous cell carcinoma of the head and neck.	oral-anti-cancer-medicines, headandneck	cetuximab (weekly), cisplatin 100mg/m2 and 5-fluorouracil 1000mg/m2/day therapy - 21 day cycle	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/headandneck/417.pdf
00385c	Chemoradiation treatment for locally advanced nasopharnygeal carcinoma.	oral-anti-cancer-medicines, headandneck	cisplatin 40mg/m2 weekly with radiotherapy (rt)	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/headandneck/385-cisplatin-40mg-m2-weekly-with-radiotherapy-rt-.pdf
00385d	Chemoradiation treatment for locally advanced unresectable head and neck squamous carcinoma (SCC) in patients who cannot tolerate three weekly CISplatin regimens.	oral-anti-cancer-medicines, headandneck	cisplatin 40mg/m2 weekly with radiotherapy (rt)	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/headandneck/385-cisplatin-40mg-m2-weekly-with-radiotherapy-rt-.pdf
00387a	Chemoradiation treatment for locally advanced (stage III to IV) squamous cell carcinoma (SCC) of the head and neck.	oral-anti-cancer-medicines, headandneck	cisplatin 100mg/m2 with radiotherapy (rt)	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/headandneck/387-cisplatin-100-and-rt.pdf
00314a	Locally advanced or metastatic head and neck cancer.	oral-anti-cancer-medicines, headandneck	cisplatin and 5-fluorouracil therapy - 28 day cycle	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/headandneck/314-cisplatin-and-5-fluorouracil-therapy-28-day-cycle.pdf
00615a	Treatment of advanced salivary gland cancer.	oral-anti-cancer-medicines, headandneck	cyclophosphamide, doxorubicin and cisplatin therapy - 21 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/headandneck/615.pdf
00315a	Induction treatment of patients with Stage III or IV non-metastatic squamous cell carcinoma of the head and neck.	oral-anti-cancer-medicines, headandneck	neoadjuvant docetaxel cisplatin 5-fluorouracil and chemoradiation and surgery	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/headandneck/315-neoadjuvant-docetaxel-cisplatin-5-fluorouracil-and-chemoradiation-and-surgery.pdf
00323a	Induction treatment of patients with locally advanced Stage III or IV non-metastatic squamous cell carcinoma of the head and neck.	oral-anti-cancer-medicines, headandneck	docetaxel,cisplatin ,5-fluorouracil and chemoradiation	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/headandneck/323-docetaxel-cisplatin-5-fluorouracil-and-chemoradiation-therapy.pdf
00324a	Induction treatment followed by radiotherapy of patients with Stage III or IV non-metastatic squamous cell carcinoma of the head and neck.	oral-anti-cancer-medicines, headandneck	docetaxel cisplatin 5-fluorouracil and radiotherapy	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/headandneck/324-docetaxel-cisplatin-5-fluorouracil-and-radiotherapy.pdf
00514a	Loco-regionally recurrent/metastatic nasopharyngeal cancer not amenable for local curative therapy.	oral-anti-cancer-medicines, headandneck	gemcitabine (1250mg/m2) monotherapy - 21 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/headandneck/514-gemcitabine-1250mg-m2-monotherapy-21-day.pdf
00517a	Treatment of locally advanced nasopharyngeal cancer.	oral-anti-cancer-medicines, headandneck	gemcitabine (1250mg/m2) and cisplatin (80mg/m2) therapy - 21 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/headandneck/517-gemcitabine-1250mg-m2-and-cisplatin-80mg-m2-therapy-21-day.pdf
00295a	Treatment of adult patients with progressive, locally advanced or metastatic, differentiated (papillary/follicular/Hürthle cell) thyroid carcinoma (DTC), refractory to radioactive iodine.	oral-anti-cancer-medicines, headandneck	lenvatinib - dtc therapy	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/headandneck/295.pdf
00483d	As monotherapy for the treatment of squamous cell cancer of the head and neck in adults progressing on or after platinum-based therapy.	oral-anti-cancer-medicines, headandneck	nivolumab 240mg monotherapy - 14 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/headandneck/483-nivolumab-240mg-monotherapy.pdf
00484e	As monotherapy for the treatment of squamous cell cancer of the head and neck in adults progressing on or after platinum-based therapy.	oral-anti-cancer-medicines, headandneck	nivolumab 480mg monotherapy - 28 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/melanoma/484-nivolumab-480mg-monotherapy.pdf
00455h	As monotherapy for the first-line treatment of metastatic or unresectable recurrent head and neck squamous cell carcinoma (HNSCC) in adults whose tumours express PD-L1 with a CPS ≥ 1.	oral-anti-cancer-medicines, headandneck	pembrolizumab 200mg	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/lung/pembrolizumab%20200mg%20monotherapy%20455.pdf
00558h	As monotherapy for the first-line treatment of metastatic or unresectable recurrent head and neck squamous cell carcinoma (HNSCC) in adults whose tumours express PD-L1 with a CPS ≥ 1.	oral-anti-cancer-medicines, headandneck	pembrolizumab 400mg	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/headandneck/558-pembrolizumab-400-mg-monotherapy.pdf
00705a	Pembrolizumab is indicated, in combination with CARBOplatin and 5-fluorouracil, for the first-line treatment of metastatic or unresectable recurrent head and neck squamous cell carcinoma (HNSCC) in adults whose tumours express PD-L1 with a CPS ≥ 1.	oral-anti-cancer-medicines, headandneck	pembrolizumab, carboplatin (auc5) and 5-fluorouracil	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/headandneck/705-pembrolizumab-carboplatin-and-5-fu-therapy.pdf
00706a	Pembrolizumab is indicated, in combination with CISplatin and 5-fluorouracil, for the first-line treatment of metastatic or unresectable recurrent head and neck squamous cell carcinoma (HNSCC) in adults whose tumours express PD-L1 with a CPS ≥ 1.	oral-anti-cancer-medicines, headandneck	pembrolizumab, cisplatin and 5-fluorouracil	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/headandneck/706-pembrolizumab-cisplatin-and-5-fu-therapy.pdf
00294c	"Treatment of patients with progressive, locally advanced or metastatic differentiated (papillary/follicular/Hürthle cell) thyroid carcinoma, refractory to radioactive iodine.
Treatment of patients with progressive, locally advanced or metastatic, differentiated (papillary/follicular/Hürthle cell) thyroid carcinoma (DTC), refractory to radioactive iodine."	oral-anti-cancer-medicines, headandneck	sorafenib	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/headandneck/294-sorafenib-therapy.pdf
00242a	"Treatment of aggressive and symptomatic MTC in patients with unresectable locally advanced or metastatic disease.
Treatment of aggressive and symptomatic medullary thyroid cancer (MTC) in patients with unresectable locally advanced or metastatic disease."	oral-anti-cancer-medicines, headandneck	vandetanib	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/headandneck/242vandetanibmonotherapy.pdf
00656a	As monotherapy is indicated for the treatment of adult patients with chronic lymphocytic leukaemia (CLL) who have received at least one prior therapy.	oral-anti-cancer-medicines, lymphoma-myeloma, leukemia-bmt	acalabrutinib	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/leukemia-bmt/656-acalabrutinib-monotherapy.pdf
00656b	As monotherapy for the treatment of previously untreated CLL in the presence of 17p deletion or TP53 mutation in adult patients unsuitable for chemoimmunotherapy.	oral-anti-cancer-medicines, lymphoma-myeloma, leukemia-bmt	acalabrutinib	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/leukemia-bmt/656-acalabrutinib-monotherapy.pdf
00287a	Intermediate-1 and low risk myelodysplastic syndromes (MDS) according to the International Prognostic Scoring System (IPSS).	oral-anti-cancer-medicines, lymphoma-myeloma, leukemia-bmt	azacitidine 75mg/m2 5 - 2 - 2	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/leukemia-bmt/287-azacitidine-75mg-m2-5-2-2-therapy.pdf
